X,Y,BUS_STOP_N,BUS_ROOF_N,LOC_DESC,X,Y
5233.48859849465,31320.2312030454,26461,NIL,HENG HUAT SHIP BLDG \& CONSTRUCTION,5233,31320
26477.1727978218,47507.1318002558,58299,B03,BLK 328,26477,47507
12318.2471986236,33851.2133029347,23011,B20,CARRIER TRANSICOLD PTE LTD,12318,33851
32332.8888971521,38334.2456975074,66149,B01,AFT YIO CHU KANG RD,32333,38334
13487.8480030455,44727.9882999452,33029,B18,AFT NEO TIEW RD,13488,44728
34253.075100328,31424.2613995245,91051,B13,OPP SANTA FE MANS,34253,31424
30560.7802017678,33968.9179999826,50991,B01,BLK 82,30561,33969
19905.0732972456,31929.7112999008,17329,B20,BLK 705,19905,31930
34660.2491983757,34292.5932005218,71221,NIL,MEIBAN IND BLDG,34660,34293
27126.0891011285,31920.7951999019,09191,B01,THE REGENT S'PORE,27126,31921
20144.7419960962,40279.5469906169,44401,NIL,OPP BLK 183,20145,40280
24366.4946027615,28421.3709984547,15149,B02,PSA BLDG,24366,28421
35317.3093998865,38813.0873987791,64301,B04,BLK 325,35317,38813
37927.3102974836,35509.8412986208,84479,B16,BLK 713,37927,35510
33263.650300995,39654.6753008141,64489,B03,BLK 946A,33264,39655
18028.4623000289,37071.4725982738,43531,B04,BLK 140,18028,37071
39341.7106023693,34865.4589968292,84229,B11,BLK 111,39342,34865
37424.9411975783,33669.2174978165,83099,B14,AFT PERPETUAL SUCCOUR CH,37425,33669
40506.4716981982,39895.7453980325,77199,B14,OPP BLK 500A,40506,39896
35658.3967023698,38274.724099067,64229,B10,LP 93,35658,38275
20624.3760974539,31268.1154004825,17389,B04A,OPP WEST BAY RESORT CONDO,20624,31268
27435.2038023955,38455.7029004213,53089,B16,FABER GDN,27435,38456
20871.7987024698,39756.7411012617,44219,B04,BET BLKS 139/140,20872,39757
38471.8683404972,35681.3707980923,84619,B20,BLK 726,38472,35681
42928.8644974458,38367.6781005164,97101,B39,BEF JLN MARIAM,42929,38368
21405.6836977849,46447.1988984269,46589,B07,BLK 146,21406,46447
18545.2284976709,36350.799000769,43511,B07,BT BATOK SWIM CPLX,18545,36351
27653.3782982483,45040.7053994508,59541,B06,OPP KHATIB CAMP,27653,45041
10077.8378016873,33586.2821986399,24249,B06,ROTARY SCREENS,10078,33586
31175.2501016422,37015.7343972036,66021,B07,NEW TECH PK,31175,37016
35554.5189501833,34992.3417247882,71089,B03,OPP EUNOS TECHNOLINK,35555,34992
15693.6533970722,32859.0725001115,21079,B16,OPP JURONG ABATTOIR,15694,32859
17345.5025425985,33621.1199010593,20129,B26,BET BLKS 50/51,17346,33621
39486.3419978507,35883.4269981641,75061,B25,OPP BEDOK REFORM TRG CTR,39486,35883
12840.3569994179,32495.7789982651,22401,B07,AFT SHIPYARD RD,12840,32496
34249.3041057647,39110.1470931848,64521,B01A,,34249,39110
29207.5743032777,34301.7277985061,50169,NIL,OPP BALESTIER CTR,29208,34302
12719.3039999549,32850.6499975038,22399,B08,Aft Jln Buroh,12719,32851
29362.5540028204,45201.5084973714,59411,B06,BLK 356,29363,45202
19240.8067018765,36510.489298259,43739,B01,OPP ITE BT BATOK,19241,36510
38108.2957985979,31937.686898814,93171,B15,OPP ISLAND RESORT S'PORE,38108,31938
6280.2336003524,35661.339400228,25499,B06,SUPER CONTINENTAL,6280,35661
24149.8093018358,48613.5847990981,47069,B17,NORTHTECH,24150,48614
22847.4412019381,28959.2113010406,15219,B12,PASIR VIEW PK,22847,28959
25135.5576689322,33273.7735837838,11119,B06,OPP FARRER RD STN,25136,33274
18288.3809013298,38621.7835015962,43669,B02,BLK 406,18288,38622
37383.0568988273,32204.3112007769,92081,B09,ST PATRICK'S SEC SCH,37383,32204
31777.5271116145,32451.8661904099,80011,B03,OPP SRI MANMATHA K TP,31778,32452
27478.8868975932,48044.720799135,58059,B30,AFT SEMBAWANG CC,27479,48045
40363.0690981053,33566.6222975164,84661,B03,BLK 172,40363,33567
27925.906897366,33368.6680997558,40111,B13,CITY TWRS,27926,33369
18017.6992973263,38205.6094014321,43681,B07,BT BATOK HOME FOR THE AGED,18018,38206
19166.4744027823,37438.4014030914,43551,B04,OPP LITTLE GUILIN,19166,37438
31013.6978979466,34688.534698798,52089,B03,OPP BLK 195,31014,34689
29341.5095022347,31297.0085015752,08057,B04,DHOBY GHAUT STN,29342,31297
21204.1521978325,46002.5175967446,46499,B08,OPP BLK 402,21204,46003
16874.0388018467,36944.4714000761,28121,B03,OPP TRACK 18,16874,36944
35234.6561969095,39385.414098734,64059,B34,BLK 355,35235,39385
24619.4940021819,48821.4879028141,47079,B15,OPP BRITISH AMERICAN TOBACCO,24619,48821
20673.9371000128,32589.5077031931,17259,B04,BLK 408,20674,32590
37195.2118005938,33285.1794994154,83191,B08,BEF FRANKEL DR,37195,33285
37499.9115976555,32556.2687021226,93051,B11,AFT DUNBAR WALK,37500,32556
27833.5425011985,30324.895400197,10229,B04,OPP HARVEST MANS,27834,30325
6120.0361013279,33652.1461991315,26079,B13,SUMPILES INVESTMENT,6120,33652
44513.8765006921,41480.365699646,99101,B04,GOVT CHALETS,44514,41480
31178.5912026404,33602.6382995963,60121,B11,BOON KENG STN,31179,33603
32099.8329010143,33634.202697308,60031,B05,BLK 66,32100,33634
5716.8466970845,30148.3178989048,26419,NIL,SEN HIN CHEMICAL,5717,30148
28970.5512043311,45977.5809250499,59389,B11,OPP BLK 314,28971,45978
35667.523003213,33446.8595002076,82061,B21,EUNOS STN,35668,33447
34350.2445973628,33210.2403010775,81051,B13,SIMS VILLE,34350,33210
41423.9754981631,39706.3041001338,78109,B12,DOWNTOWN EAST,41424,39706
18817.5820119278,39936.8459898835,44129,B01,OPP BLK 113,18818,39937
17891.1200057876,35408.3050102385,28069,B10,,17891,35408
34228.9766973225,39251.6945990449,64399,B03,BLK 512,34229,39252
22265.1669887857,29475.527571845,16011,B17,OPP HAW PAR VILLA,22265,29476
12552.1798996105,32234.1110995324,23381,B01A,PLANT ENGRG,12552,32234
9900.40929886161,32962.2156021629,24089,B01,AFT GUL AVE,9900,32962
15812.146896798,34315.2619011488,21771,B01,BEF NTUC LIFESTYLE CTR,15812,34315
17157.4734352918,33347.8214962185,29039,B03,OPP S'PORE WOOD IND,17157,33348
21831.6033018315,32203.2289024063,19061,B08,AYER RAJAH TELECOMS,21832,32203
34035.0343026413,41121.2563002238,67309,B02,OPP BLK 305 CP,34035,41121
16724.3709030488,36395.287598539,28461,B07,BLK 347,16724,36395
31202.6409977321,44023.3111021941,68139,B10,BLK 532,31203,44023
30187.7695000495,31034.5542028371,01019,B04,BRAS BASAH CPLX,30188,31035
18079.8360002114,38554.8599027089,43679,B07,BLK 402,18080,38555
12485.9915977317,34432.5711011335,23189,B09,BEF FIRST LOKYANG RD,12486,34433
21760.6322030155,47532.9913028319,46139,B04,AFT RIVERSIDE RD,21761,47533
29738.6037024678,28401.3879972803,03239,B02,SHENTON WAY TER,29739,28401
14406.1032982564,32498.4506975296,21099,B01,JURONG PIER CHECK-POINT,14406,32498
38361.0675976003,32804.5196020963,93071,B01,CRESCENDO BLDG,38361,32805
20296.138300956,46486.5181990169,46041,B37,OPP SRI ARASAKESARI TP,20296,46487
25456.8779995464,32272.1967993888,11209,B04,OPP PEIRCE RD,25457,32272
39204.3143998129,34431.1920991062,84351,B01,BEDOK CTRL PO,39204,34431
19203.8072014333,41967.4708980886,45039,B12,OPP YEW TEE IND EST,19204,41967
27628.3417968294,31619.1262026393,13199,B02,OPP PATERSON LODGE,27628,31619
28549.8700007031,44579.4066005605,59379,B03,OPP CHUNG CHENG HIGH SCH,28550,44579
19992.2325013615,32813.0926017757,20011,B16,BLK 506,19992,32813
31796.2475017644,36209.2945977983,66071,B04,OPP PUB RECREATION CLUB,31796,36209
29829.2500029429,35451.2483991275,52271,B05,JACKSON SQ,29829,35451
28862.0099967449,28667.4493015796,05519,B01,OPP MARITIME HSE,28862,28667
38743.2885022792,34759.2985010993,84321,B08,BLK 516,38743,34759
18117.1927001736,40253.4083027714,44459,B05,BLK 277,18117,40253
20604.6410006006,30701.2743979984,17011,B01,OPP VARSITY PK,20605,30701
14543.4261994979,36877.744602513,21241,B01,BLK 220,14543,36878
34935.0294977153,37940.7093998654,NIL,B09,DEFU AVE 1,34935,37941
13269.9652998923,36681.309798105,27379,B01,BLK 755,13270,36681
29476.2034968658,36475.6662032966,53219,B01,RAFFLES INST,29476,36476
14065.5382008095,36329.9188984318,21399,B05,OPP RIVER VALLEY HIGH SCH,14066,36330
19047.3461024478,32758.506402983,20319,B04,BLK 24,19047,32759
29406.2302794446,34414.4974589475,52479,B01,OPP ACS PR SCH,29406,34414
19330.4633982957,39901.9829009844,44131,B04,BLK 26,19330,39902
21702.933698378,34470.7280032667,12099,B06,OPP SIM HQ,21703,34471
30366.4847990431,36587.7924029469,53289,B02,ZION BIBLE PRESBY CH,30366,36588
6161.74470134846,34585.7464001938,25391,B10,OPP SUMITOMO WAREHSE,6162,34586
26829.8838010411,47591.0371982757,58101,B01,BLK 311,26830,47591
30371.7170013586,35122.0922008506,52309,NIL,BLK 30,30372,35122
18073.7533970305,35858.8207995567,28631,B05,OPP BLK 288D,18074,35859
34291.923602513,36994.5413995732,63109,B09,BLK 172,34292,36995
12509.8018978562,36594.06500208,27409,B02,BLK 821,12510,36594
25584.1468977107,30062.3675031103,10401,B03,SHRIRO HSE,25584,30062
30471.0755971141,31175.632699095,01039,B09,NTH BRIDGE COMMERC CPLX,30471,31176
32696.1222001698,32478.7229011045,80111,B01,BEF GEYLANG RD,32696,32479
22762.9947009381,45958.6039967996,46349,B02,AFT BLK 353,22763,45959
19648.7572988064,36253.9445970769,43611,B06,BLK 290H,19649,36254
37084.0329998118,31924.4139019898,92221,B02,BLK 19,37084,31924
29948.1462011489,32890.6680995625,50321,B01,OPP DORSET CT,29948,32891
18324.7396010838,39875.2553999468,44109,B07,OPP HONG SAN TERR,18325,39875
25708.1979968635,29305.1197970166,14199,B02,BLK 118,25708,29305
36527.1821975674,34883.7928999379,72061,B03,BLK 122,36527,34884
19339.4843973939,37176.5609013794,43549,B01,REGENT HTS,19339,37177
43795.2785020331,38572.414402606,97069,B10,LLOYD LEAS WORK REL CAMP,43795,38572
19739.973197694,34056.6302016278,28011,B21,AFT ITE WEST (CLEMENTI),19740,34057
42313.526203065,39652.4694031878,78121,B07,BET BLKS 232 / 233,42314,39652
27743.5371994352,48542.4080011486,58201,B02,PRISON TRG SCH,27744,48542
24576.2106021237,46818.2176987936,47591,NIL,BLK 680,24576,46818
12868.9499974684,40287.8127980498,31081,B11,OPP HQ 5TH SIB CAMP I,12869,40288
9941.62409686767,34220.2617005885,24489,B05,ENERGY \& IND ENGRG,9942,34220
29336.1318986255,39130.6628011869,54031,B03,OPP AL-MUTTAQIN MQUE,29336,39131
16199.4782991869,36880.1546018916,28501,B01,BLK 490,16199,36880
33578.5390996475,33068.5049973146,81011,NIL,ALJUNIED STN,33579,33069
18409.5301001052,31447.3141977218,29119,B01,COMFORTDELGRO HOLDINGS,18410,31447
28958.933497075,28412.7678003498,05629,B03,OPP STH PT,28959,28413
25097.7812009535,47550.5908990444,46741,B04,SEAGATE,25098,47551
29596.723400057,32417.0541979069,40109,B02,OPP KK WOMEN \& CHILD HOSP,29597,32417
30297.1646002972,34485.5899983391,52411,B05,BLK 105,30297,34486
31350.7961369299,32492.3925633244,07379,B02,BEF KALLANG RD,31351,32492
17905.2999982969,35334.2899959356,28069,B10,,17905,35334
28686.3128967211,36258.1410032968,51131,B18,OPP BRADDELL VIEW,28686,36258
8580.839297864,33297.212902026,24521,B03,BEF TUAS AVE 5,8581,33297
32945.0509904401,41494.6969945183,67481,B04,,32945,41495
37922.6993114358,33240.1193890158,83239,B06,,37923,33240
29543.0699992764,36199.9754032743,52029,B13,BLK 1004,29543,36200
32871.2872006348,32714.8613016952,80069,NIL,OPP MOHD SALLEH MQUE,32871,32715
24564.5988025376,29831.8901026759,11511,B16,ALEXANDRA HOSP,24565,29832
26164.7587980984,47821.8684978547,58229,B01A,BLK 358A CP,26165,47822
34782.5514027424,32796.6009016375,82099,B05,CDAC BLDG,34783,32797
42952.7627723498,36540.0424082199,97169,B04,OPP EDWARDS LIFESCIENCE,42953,36540
28610.669999159,41430.4853990675,55251,B03,COUNTRYSIDE EST,28611,41430
29726.5869007403,30240.374601169,04251,B01,OPP HIGH ST CTR,29727,30240
30292.2215437809,36833.6743998037,53271,B03,OPP KUO CHUAN PRESBY SCH,30292,36834
31483.3223004528,38149.7769020652,66161,B03,OPP CROWHURST DR,31483,38150
35248.3240439236,35090.3779529407,70079,B06,AFT REGENT MOTORS,35248,35090
32597.0569680921,36960.3032629656,62189,NIL,BLK 416,32597,36960
12666.2275178171,35613.3537125652,22451,B09,OPP BLK 643,12666,35613
19181.1318010462,32541.3731026384,20309,B02,BLK 19,19181,32541
27022.3482022659,44645.474003125,57061,B09,DIEPPE BARRACKS,27022,44645
18678.2088983202,37635.5984025591,43601,NIL,OPP BLK 532,18678,37636
35173.547699259,40641.4470017925,67211,B09,BLK 208 MULTI-STOREY C.P,35174,40641
36272.7206992937,31839.3310029999,92059,B04,BET BLKS 72/74,36273,31839
31914.2799919955,34650.0759972301,60201,B01,LEONG BEE CT,31914,34650
38912.7407989229,37728.2693903048,UNK,UNK,UNK,38913,37728
18697.5046031311,42446.0927020162,45391,NIL,BLK 657,18698,42446
36213.4957979091,32779.4582026532,83319,B03,AFT LOR J TELOK KURAU,36213,32779
16274.9125998867,46921.0736022666,49239,B06,OPP NYEE PHOE GROUP,16275,46921
15445.9094015993,34326.2574020249,21559,B04,CISCO RECALL,15446,34326
28932.4194840544,37960.6100104938,53159,B11,BLK 260,28932,37961
28610.2609969638,36439.3732007951,53019,B02,OPP ST. THERESA'S HOME,28610,36439
36763.4098006768,35355.1658011853,84701,B07,BLK 151,36763,35355
34607.7736021995,40031.1605970735,64579,B04,BET BLKS 544/546,34608,40031
23063.6292024525,48130.267902382,47039,B23,AFT VIEW RD,23064,48130
27481.9784968892,38092.2383005663,53079,B14,FLAME TREE PK,27482,38092
15394.2861997145,36264.5194982422,28091,B23,LAKESIDE STN,15394,36265
34869.6543024714,37687.0211000996,NIL,B07,DEFU AVE 1,34870,37687
32821.5791994011,32901.1958977847,80071,B05,XI XIU FTY BLDG,32822,32901
21226.6551008523,30990.8015027438,16181,B04,CTRL LIB,21227,30991
6363.8362022246,33423.0434970362,26069,B11,AFT TUAS AVE 16,6364,33423
28037.0379021262,46490.4082974908,59251,B15,OPP DARUL MAKMUR MQUE,28037,46490
26112.2467987928,47386.2137002951,58289,B04,OPP SEMBAWANG SEC SCH (LP15),26112,47386
22209.6778999736,32430.9388993199,19021,B05,SP SMA,22210,32431
41012.0001012795,35256.1147013107,84431,B10,BLK 3011,41012,35256
18068.1274996561,33638.2733988685,20209,B02,OPP PANDAN PR SCH,18068,33638
34468.8862970997,37321.2842980971,63091,B12,OPP BLK 106,34469,37321
21729.1835032281,46729.8301019348,46079,B05,OPP BLK 137,21729,46730
27247.3769024263,45477.7992988551,57081,B13,OPP BLK 713,27247,45478
22023.010197098,43598.2069018429,48029,B19,BEF MANDAI LAKE RD,22023,43598
18485.8093164482,42135.982046773,45329,B08,OPP YEW TEE STN,18486,42136
31309.9196008946,28237.5095049019,03411,B04,Opp Marina Sth Pier Ter,31310,28238
20615.8840031521,40078.4002021043,44191,B01,OPP BLK 171,20616,40078
6179.90969789725,34551.975497587,25399,B09,SUMITOMO WAREHSE,6180,34552
30333.6326942602,37694.229328966,54109,B04,BEF ANG MO KIO AVE 10,30334,37694
12420.8029990544,38627.5790976204,31039,B05,OPP CIVIL DEFENCE ACADEMY,12421,38628
23188.5368015625,47114.021897782,46449,B04,BLK 875,23189,47114
32055.6164983208,33577.5542001782,60039,B06,OPP BLK 66,32056,33578
19192.7951986853,36495.5633023267,43731,B02,ITE BT BATOK,19193,36496
18017.0661006995,35973.2580995669,28621,B07,BLK 241,18017,35973
22871.9637030512,31656.6661987937,18149,B05,OPP ANGLO-CHINESE JC,22872,31657
28349.8058009942,40754.6401992779,55349,B02,THOMSON GR,28350,40755
40406.8020025531,37663.3294022287,76191,B03,OPP TAMPINES REG LIB,40407,37663
34651.1929974843,41557.1587974812,67449,B03,BLK 323B,34651,41557
24540.8073013456,48196.7145971716,46729,B02,PACIFIC VINITEX,24541,48197
42496.7625000986,34596.4261014471,96271,B03,OPP GLOBAL LOGISTICS CTR,42497,34596
34100.1915015568,40199.4239998548,64441,B04,HOUGANG G. SHOP MALL,34100,40199
22632.3520016662,29942.0777020208,15119,B05,LP 36,22632,29942
23897.9795022891,46131.8132020087,47571,B04,BLK 618,23898,46132
8702.31650104661,33064.4425994959,24209,B02,AFT GUL LANE,8702,33064
34979.6309022815,31567.5880976075,91071,B17,BEF TG KATONG RD,34980,31568
35445.5947935571,34334.3166126226,71119,B04,,35446,34334
36600.4309969546,32315.6051978262,92139,B06,OPP KATONG OMEGA APT,36600,32316
34848.7061002093,37685.4552968825,NIL,B08,DEFU AVE 1,34849,37685
30245.0272990955,39111.2830754451,54271,B13,BLK 586,30245,39111
28724.6380057349,39070.1839951655,54229,B22,ANG MO KIO PR SCH,28725,39070
13160.107770989,39376.7375135044,31169,B31,,13160,39377
30479.5178029568,31084.8865028883,01639,B02,BEF BEACH RD,30480,31085
31352.5349919771,39301.1709932062,54511,B01,BLK 5028,31353,39301
18261.6213998622,34977.7536013825,28059,0,Before Toh  Guan Road,18262,34978
26634.7206968885,48068.6413977713,58119,B06A,BLK 502A,26635,48069
46316.5429003936,40375.1448031674,95149,B08,BEF CARGO BLDG D,46317,40375
29360.1623007174,45774.6026993881,59399,B09,OPP BLK 367,29360,45775
45925.6726979805,39503.2258995312,95049,B04,SATS CARGO TER,45926,39503
20101.3990968887,33277.5479975349,17051,B06,BLK 436,20101,33278
28197.1696972976,45938.2090032908,59091,B13,BLK 154,28197,45938
15202.7048994644,32962.227397701,21139,B14,AFT JURONG PORT RD,15203,32962
41243.5006969802,34139.6890008137,85031,B03,EXCELSIOR GDNS,41244,34140
25535.2822741456,28798.8166112477,14339,B03,BLK 71,25535,28799
29967.8122013642,38136.8845968248,54099,B06,OPP BLK 333,29968,38137
6046.48469721465,34106.5011027401,26099,B03,BEF TUAS AVE 13,6046,34107
29434.4678007716,41081.4206032562,55221,B02,OPP SMRT BUSES AMK DEPOT,29434,41081
18540.9205982038,40271.5376024709,44479,B02,BLK 206,18541,40272
20295.8307984745,33343.3018975373,17189,B18,BLK 317,20296,33343
34083.3648992289,34381.1260006517,70191,B03,MACPHERSON SEC SCH,34083,34381
37874.5484004308,33499.0459967898,83251,B08,BEF JALAN KHAIRUDDIN,37875,33499
10792.8120090811,34737.960003164,23089,B11,,10793,34738
18376.1862989467,31379.6162980015,29111,B02,YEO \& SON INVESTMENT,18376,31380
45317.8670988719,33055.0678002643,96219,B01,TANAH MERAH FERRY TER,45318,33055
29995.3912980027,37820.1947970755,54531,B08,MRT BISHAN DEPOT,29995,37820
38340.28249984,34752.0955990371,84371,B03,BLK 546,38340,34752
17284.9221378523,35146.3772268257,28259,B12,OPP S'PORE SCIENCE CTR,17285,35146
8170.24799878568,34394.6337993106,25161,B07,TOYOCHEM INK,8170,34395
35705.2515893601,34512.5676941576,71109,B02,,35705,34513
9493.36200119756,31454.7556970492,24369,B05,OPP S'PORE CONTAINERS,9493,31455
29967.2615008955,34475.6249997581,52409,B04,OPP BLK 102,29967,34476
35137.9555972642,41930.2682001956,67439,B04,BLK 291A,35138,41930
16989.9514022079,36280.9937988067,28459,B06,OPP PARC OASIS,16990,36281
17808.0169023761,33784.4883997865,20211,B03,BLK 41,17808,33784
27644.0438031886,28999.7870013505,10069,B04,OPP BLK 140,27644,29000
17431.4841995391,39774.6830981145,44551,B03,BLK 486,17431,39775
36071.895697283,31701.2140976905,92049,B02,PARKWAY PARADE,36072,31701
7812.23180217106,33801.5874018141,25341,B05,CSR STH EAST ASIA,7812,33802
10750.027097569,33648.8488016908,24631,B01,OPP S'PORE PLASTIC,10750,33649
32454.7742972385,39216.1208009264,66101,B01,BLK 516,32455,39216
30808.5519995945,35267.6596023081,52481,B02,TOA PAYOH POLYCLINIC,30809,35268
34442.5916005573,40849.3465014998,67461,B02A,AFT SENGKANG EAST AVE,34443,40849
33095.1521029796,39683.2361004122,64491,B06,CTRL PL,33095,39683
38199.680901079,35611.2666020135,84621,B17,OPP BLK 716,38200,35611
13359.4541986774,34761.3324030152,22299,B01,SENG MEE TRADING,13359,34761
41016.6960983706,38004.3745985356,76361,B07,BLK 430,41017,38004
29149.1468977572,41268.911201677,55031,B46,OPP NCS HUB,29149,41269
37414.2737011094,31743.4543022137,93181,B13,OPP CP C4,37414,31743
27257.7123020237,31293.1808989906,13179,B04,OPP LUCKY TWR,27258,31293
28689.7821974617,44142.7634992925,59449,B02,OPP NAVAL BASE PR SCH,28690,44143
46015.9879973084,41316.8978002432,95071,B06,CHANGI BEACH CP 4,46016,41317
14021.8981028893,46026.4762024922,34019,B10,AFT LIM CHU KANG LANE 4,14022,46026
22944.7276972445,29495.3351977257,15099,B09,NATL LEADERSHIP INST,22945,29495
32017.8007030811,36065.9805005447,66089,B01,S'PORE POWER TRG INST,32018,36066
15375.2021017074,33094.3672986081,21149,B06,JURONG IND SVC CTR,15375,33094
20386.960656602,38415.2904036243,43151,B02,OPP GLENDALE PK CONDO,20387,38415
17761.2803008035,36871.7774992339,43341,B06,PRINCESS E PR SCH,17761,36872
13548.0378084841,33774.9113404115,22021,B16,OPP PCI,13548,33775
27498.7665112398,48918.7169055989,58191,B04,AFT WELLINGTON RD,27499,48919
30815.5609980611,31757.2503027648,01129,B10,OPP STAMFORD PR SCH,30816,31757
24587.5766030275,49203.0074977398,47199,B05,AFT LEAF TOBACCO DEVT CORP,24588,49203
40319.9551986744,35417.7675004173,84271,B06,OPP GOLDBELL SVC CTR,40320,35418
19616.1504976496,43709.5292029028,45229,B31,BEF WOODLANDS RD,19616,43710
18835.8864888986,34461.4069671337,28031,B03,BEF THE SYNERGY,18836,34461
19323.8016982249,43092.1978982446,45171,B06,AFT RAILWAY CROSSING,19324,43092
38032.1136990713,33473.2884031737,83269,B03,OPP OPERA ESTATE PRI SCH,38032,33473
29991.7941011542,30453.1617969127,02031,B01,OPP THE ADELPHI,29992,30453
24963.567503205,49573.8920982836,47091,B03,AFT SENOKO RD,24964,49574
19411.2194008636,40069.0089010008,44271,B01,BEF BLKS 13/14,19411,40069
