X,Y,BUS_STOP_N,BUS_ROOF_N,LOC_DESC,X,Y
12629.5907021151,37708.0014018029,27129,B11,OPP NANYANG AVE,12630,37708
30542.3273003605,31509.9138969269,01113,B09,BUGIS STN,30542,31510
33092.292401189,33940.2835030247,70319,B01,AFT KALLANG WAY 4,33092,33940
29212.415001983,33297.1539969441,50021,B01,UNITED SQ,29212,33297
40753.1393029706,33258.7100018444,94059,B18,TEMASEK SEC SCH,40753,33259
32006.9195997817,31054.5672968251,90011,B04,BEF TG RHU VIEW,32007,31055
33328.9200030723,34903.0081020169,70121,B07,AFT JLN MUHIBBAH,33329,34903
46122.3086008001,39692.0647998969,95051,B03,3RD CARGO AGENTS,46122,39692
33349.116300842,39018.5234990503,63321,B06,BLK 627,33349,39019
14268.7987999025,35640.1992019868,21359,B05,CHARTERED IND,14269,35640
43312.1205975523,38084.3507028356,97059,B08,CHANGI WOMEN'S PRISON,43312,38084
35816.1459506767,34785.3648711414,71091,B02,BLK 637,35816,34785
26997.6015991317,48257.3210022671,58491,NIL,OPP BLK 507A,26998,48257
39281.6749970224,40314.2564998947,77279,B03,AFT PASIR RIS DR 1,39282,40314
23670.4286032228,34545.7589982175,42139,B03,AVENUE VILLA,23670,34546
28385.2521980609,46341.5493006508,59231,B16,BLK 227,28385,46342
29837.1427030524,36498.2960981217,53419,B01,BLK 117,29837,36498
40530.6866968298,33710.4038994014,84691,B12,BLK 171,40531,33710
25427.0954079542,28136.9876987975,14161,B09,TELOK BLANGAH STN,25427,28137
24568.0711000182,29257.4067994864,18019,B17,OPP SP JAIN,24568,29257
23616.4928026081,31200.0368025777,18189,B05,RAEBURN PK SCH,23616,31200
31250.015403254,39950.654802488,54509,B09,AFT BLK 5000,31250,39951
28770.9446015297,36278.1070009424,51139,B19,BRADDELL VIEW,28771,36278
42874.6638021828,36853.0032997801,97151,B01,OPP 3COM ASIA PACIFIC RIM,42875,36853
14546.1243017575,36853.0793008013,21249,B02,BLK 213,14546,36853
24352.9402028164,46924.4210003791,46779,B01,ADMIRALTY STN,24353,46924
14816.6223983448,32946.5321967138,21129,B12,OPP SPC SVC STN,14817,32947
23067.7510004092,46932.7389933318,46251,B01,RIVERSIDE SEC SCH,23068,46933
21040.8362014609,30977.121800785,16199,B01,NUS FAC OF ARCHITECT,21041,30977
25152.1859913681,33340.8779969818,11111,B07,FARRER RD STN,25152,33341
10014.0276967796,32720.245902098,24299,B14,OPP ACMA ELECT IND LTD,10014,32720
28391.5537018728,44875.1434983146,59369,B01,BLK 647,28392,44875
25293.3704032406,43027.0530031248,48081,B08,OPP UPP SELETAR RESERVOIR,25293,43027
32340.2710029422,38679.3517998638,66329,B01,BLK 128,32340,38679
38789.1804984438,39200.5404001616,75361,B01,BEF TAMPINES IND AVE 5,38789,39201
28106.0152975862,37300.010896746,53049,B08,AFT THOMSON RD PO,28106,37300
31631.4549971048,44916.2652983714,68159,B14,BEF BLK 1066,31631,44916
13927.0424983312,45782.381496977,33051,B11,BEF LIM CHU KANG LANE 3A,13927,45782
33055.7398968508,35006.5198030804,70049,B01,AFT BLK 4,33056,35007
26553.340402104,43179.2797019806,57039,B04,BEF SPIRITUAL GRACE PRESBY CH,26553,43179
37092.7138029198,33556.6209024068,83079,B12,BEF SIGLAP PLAIN,37093,33557
20930.1354995121,37051.0081978919,43021,B09,AFT OLD JURONG RD,20930,37051
18706.212601324,31233.7240010895,29109,B03,OPP PPL SHIPYARD,18706,31234
28453.5102967274,28907.8162012306,10011,B11,OPP NEW BRIDGE RD TER,28454,28908
43676.7232985079,39782.7082026433,98141,B09,GE AIRCRAFT ENGINES,43677,39783
18178.539597067,36888.668802101,43321,B01,OPP BLK 144,18179,36889
35828.8589003718,40620.471696856,67501,B01,BLK 117C,35829,40620
24661.5317023339,32411.0804014686,11089,B14,OPP HOLLAND HILL LODGE,24662,32411
26516.2057975353,47488.365297275,58291,B04,BLK 317,26516,47488
36774.0750066858,34436.2226947525,83351,B01,,36774,34436
29460.3287093072,34319.6950432229,50171,B18,OPP MOULMEIN CC,29460,34320
34538.2528991093,41122.6936990753,67271,B02,BLK 201 CP,34538,41123
39971.4379019688,40221.2536991097,77211,B17,BLK 626,39971,40221
28293.7639984849,48875.7487969058,58081,B35,OPP JLN JANGGUS,28294,48876
40581.9557025363,37300.9278991663,76149,B10,OPP TAMPINES STN/INT,40582,37301
38619.687798617,33976.4742995324,84039,B06,BEDOK STN,38620,33976
10562.8719029947,36736.8787031711,27051,NIL,NIE LIB,10563,36737
39323.0734014559,40023.4410016001,77291,B01,BLK 753,39323,40023
36469.7494984816,33011.6395995806,83159,NIL,OPP EAST SHORE HOSP,36470,33012
13252.3272015123,42705.3020990685,32039,B32,AFT AMA KENG RD,13252,42705
25299.7694001116,44112.4703991907,48149,B01,MANDAI CREMATORIUM \& COLUMBARIUM,25300,44112
11010.2259996659,35776.3063971245,27241,B13,HALL 7,11010,35776
31703.5569031941,35266.8513010183,61009,B04,BLK 122,31704,35267
18927.8742001368,33102.5796993829,20131,B15,S'PORE FOOD IND BLDG,18928,33103
40991.1897028492,35122.5242000545,85079,B04,FLEXTRONIC,40991,35123
41906.8126986649,37978.0165018015,76251,B06,BLK 487B,41907,37978
34592.3435004839,38458.8091995847,63249,B18,BLK 1,34592,38459
37161.0357968343,40130.605101574,64199,B24,BEF TPE,37161,40131
19282.2206972785,37219.3455026563,43541,B02,BLK 510,19282,37219
29242.4645014519,29741.0437005022,05049,B05,CHINATOWN PT,29242,29741
28424.5764030073,40983.7145973625,55331,B01,AFT LENTOR GR,28425,40984
34226.1403357794,34776.2184974213,70271,B11,LE CRESCENDO,34226,34776
34253.0075746682,34856.1418947425,70279,B10,OPP TRINITY @ PAYA LEBAR,34253,34856
34162.2769034225,35243.585014804,70289,B02,OPP TAI SENG STN,34162,35244
42199.6506861807,40067.208005516,78269,NIL,OPP COASTAL VIEW,42200,40067
30485.7066583905,35378.530623377,52341,B05,PEI CHUN PUBLIC SCH,30486,35379
34079.302719235,35299.0275287329,70281,B01,AFT TAI SENG STN,34079,35299
30784.6774015763,35783.6461987159,52381,B05,BRADDELL TECH BLDG,30785,35784
37931.7732023338,33827.0027004018,84019,B02,OPP CHAI CHEE IND PK,37932,33827
34485.4999988771,41753.1543022572,67399,NIL,BLK 324A,34485,41753
32678.4910985835,40859.8989007126,67061,B24,AFT JLN SELASEH,32678,40860
22673.776696882,30382.6785264336,15181,B01,PSB S'PORE,22674,30383
28993.7996025162,40851.9393020144,55171,B13,CASTLE GREEN,28994,40852
39915.0128995912,34313.6516022844,84281,B18,BLK 180,39915,34314
29711.8342998771,30309.0451014163,04229,B03,HIGH ST CTR,29712,30309
44150.8720984397,40621.3352992189,99019,B16,AFT SCH OF COMMANDO,44151,40621
21981.6440967289,31302.9044025775,16091,B08,OPP ITE DOVER,21982,31303
11879.007197776,36013.6744974064,27131,B06,BLK 932,11879,36014
23822.1724969115,46382.0682015176,46681,B05,BLK 899A,23822,46382
43470.3291985658,39575.9605996016,98131,B07,OPP HITACHI CHEMICAL,43470,39576
41317.9549977137,38244.3845032909,76351,B05,BLK 484,41318,38244
21090.3233614434,36602.5597366814,43011,B07,BT REGENCY,21090,36603
40489.9620968294,36666.6283005074,76079,B01,BLK 101,40490,36667
13567.8735997597,36923.3358025568,27099,B15,BLK 271 CP,13568,36923
17338.9794846546,34172.0483465003,29159,UNK,AFT TEBAN GDNS CRES,17339,34172
30039.9696989595,30577.0934027108,04167,B05,ST ANDREW'S CATH,30040,30577
33568.9800075107,36033.5350084861,62011,B07,,33569,36034
32542.9066101391,37630.1093651094,63369,B02,S'GOON SPORT CPLX,32543,37630
10915.4550035054,32504.8290076541,21241,B09,,10915,32505
34265.2696008128,34580.7260225066,70261,B09,OPP ORION @ PAYA LEBAR,34265,34581
7939.38430273178,34028.3186000975,25351,B01,HANWA ASIA,7939,34028
14828.5979981986,36419.8907013952,21459,B05,BLK 209,14829,36420
30403.1798003454,34313.5238975982,52099,B01,OPP NKF CTR,30403,34314
27873.3912016411,45305.8090011129,59311,B26,BLK 760,27873,45306
29693.701600792,38331.0491991122,54089,B08,OPP ANG MO KIO SWIM CPLX,29694,38331
18731.5610013231,31217.6356000997,29101,B04,PPL SHIPYARD,18732,31218
32377.1546998492,41663.1759975563,68029,B06,AFT SELETAR WEST F'WAY 2,32377,41663
14642.9026978276,36497.7678996055,21441,B03,BLK 207,14643,36498
33974.089001903,41197.0550018595,67301,B01,BLK 305D,33974,41197
20929.4478995141,40049.6655981907,44239,B03,OPP ZHENGHUA PR SCH,20929,40050
26969.457102157,47933.4584988812,58331,B01,BLK 589D,26969,47933
24723.0877967577,49755.1801975231,47151,B09,IPLEX ASIA,24723,49755
35911.1875973384,35118.0673018857,72059,B02,OPP KAKI BT IND EST,35911,35118
13704.0968030568,37249.6099027025,27469,B03,BLK 276B,13704,37250
20342.5451027177,38149.0443971734,43267,B03,HILLVIEW HTS,20343,38149
26913.4924029939,44050.5169990986,57059,B08,OPP SEMBAWANG AIR BASE,26913,44051
35064.9127808427,41190.8591628337,67199,B03,OPP BLK 223D,35065,41191
21464.7752970483,39286.8887022927,44389,NIL,OPP BLK 201,21465,39287
38211.6085002878,34388.0452025323,84549,B01,OPP BLK 42,38212,34388
32463.4444995441,38098.854501676,63181,B07,BEF ST HELIER'S AVE,32463,38099
21415.4231025756,39752.0286022987,44269,B01,BLK 223,21415,39752
28491.7157011625,28982.5579975762,10017,B14,AFT HOSP DR,28492,28983
13260.577200152,36378.8720974444,22349,B03,BLK 734A,13261,36379
35178.4846434819,34261.8095789776,71201,B05,,35178,34262
34261.6089047612,40549.8135923446,67451,B02B,BEF BUANGKOK DR,34262,40550
34060.5262029184,39016.3143010496,63351,B02,OPP HOUGANG SWIM CPLX,34061,39016
19320.2086994526,39865.8017019653,44139,B03,OPP BLK 26,19320,39866
43210.9339310294,36424.6997363087,97171,B05,OPP SATS CATERING,43211,36425
5360.24139731515,32695.7006019987,26349,B02,TUAS TECHNOLOGY PK,5360,32696
34033.5869894651,35520.9160018812,70299,B04,,34034,35521
28926.4859983887,37520.3310121874,53149,B09,WHITLEY SEC SCH,28926,37520
33751.1579998953,38934.1361011547,63331,B04,BLK 615,33751,38934
39649.4377008334,39930.2032009579,77239,B20,BLK 643,39649,39930
39490.7842027528,39941.565228211,77161,B04,BLK 741,39491,39942
21313.4852972471,30354.6769026657,16069,B28,HENG MUI KENG TERR,21313,30355
18444.9748997908,45959.1984008259,45441,B02A,OPP ENG HUA FURNITURE MFG PTE LTD,18445,45959
28043.6019969252,44945.0419028494,59339,B01,BLK 776,28044,44945
39885.3319001231,33661.7416019873,84089,B07,BLK 40,39885,33662
22761.6864655382,45936.9691714503,46341,B01,ROSEWOOD,22762,45937
27689.5325992162,32022.8711985063,09179,B18,ROYAL THAI EMBASSY,27690,32023
21376.5102034857,45468.6758033301,46361,B01,BLK 425,21377,45469
24713.5183282437,46768.7382550863,47641,B01,BLK 681A,24714,46769
7758.42509900057,34148.8804972523,25369,B01,JAS METAL COATINGS,7758,34149
26417.9768011161,47332.5978973794,58379,B06,OPP BLK 325,26418,47333
37070.2609995831,42091.3867016942,65261,B10,BLK 649,37070,42091
36894.9742021021,34919.415497392,84511,B33,BLK 608,36895,34919
33783.4281430633,39211.0187191711,63379,B12,BLK 608,33783,39211
29034.7574465747,45345.8917113004,59459,B03,OPP HUAMIN PR SCH,29035,45346
22666.0326258323,31113.8366608533,18121,B08,OPP AYER RAJAH IND EST,22666,31114
31852.4565012397,41138.3406023838,67039,B29,AFT JLN KAYU,31852,41138
26951.1657012695,48946.3811981016,58171,B04,SEMBAWANG CORP INDUSTRIES,26951,48946
22196.4472007474,46092.9338017188,46549,B01,BLK 347,22196,46093
5832.35180022115,35004.829397529,25459,B10,SCHERING-PLOUGH,5832,35005
30785.7163990351,30655.3943029837,02159,B03,OPP SUNTEC CONVENTION CTR,30786,30655
13903.595298795,35590.7162994872,22579,B30,BOON LAY STN,13904,35591
27764.6767970082,28744.8358991385,10391,B04,OPP MELATI BLK 2,27765,28745
46294.6040973626,41273.627799705,95081,B04,CHANGI BEACH CP 5,46295,41274
39184.2946984754,32242.8574018703,93151,B19,OPP CABLE SKI PK,39184,32243
12355.0852975582,36453.0489027001,27411,B03,BLK 844A CP,12355,36453
40796.4468023625,40309.3577013988,77101,B07,BEF PASIR RIS RD,40796,40309
30140.8042023347,31031.9514021881,01012,B03,ALLSON HOTEL,30141,31032
38491.189398784,33734.616297338,84131,B02,OPP PANASONIC,38491,33735
33473.2519027804,36999.6594023345,62221,B06,OPP BLK 146,33473,37000
18781.0307023252,46267.6872983048,49179,B01,OPP SEOW WEE TRADING,18781,46268
22202.2559982692,31089.270997444,18301,B03,LIM SENG TJOE (LT 27),22202,31089
14517.2747128005,35942.1397276503,21691,B27,OPP JURONG FIRE STN,14517,35942
20786.0217149459,37536.8112600265,43041,B11,HUME PK CONDO,20786,37537
24016.9189023957,44087.2841993908,48059,B13,OPP MANDAI AGROTECH PK,24017,44087
41075.0172978435,33370.7444972922,94069,B20,OPP KEW GREEN CONDO,41075,33371
30671.5231023034,35950.9257004883,52529,B08,BEF BLK 221,30672,35951
33757.78870285,39512.7132019246,64411,B04,BLK 670,33758,39513
32669.0975994307,37700.8925010038,63161,B03,S'GOON SWIM CPLX,32669,37701
34326.10487367,34489.5651144569,70269,B08,CITIPOINT IND CPLX,34326,34490
20727.1899013513,35747.8668994863,42221,B06,GOOD LUCK GDN,20727,35748
33008.5235000526,35214.9033026902,70059,B03,BEF JOO SENG RD,33009,35215
29140.6834969102,35390.7553024851,52149,B09,OPP PHILIPS S'PORE,29141,35391
21366.9057576041,35839.3050917898,42169,B04,OPP BLK 19,21367,35839
36097.0075990549,42324.0738017861,65159,B05,BLK 101C,36097,42324
26658.7685975653,28577.3385000489,14291,B02,BLK 27,26659,28577
15506.8270980062,35502.6706016118,21601,B09,BLK 357,15507,35503
37954.0431979337,39157.0272016361,74021,B31,FUTURE TAMPINES IND AVE 4,37954,39157
16736.4627024837,46887.7940990017,49229,B02,LONG KUAN HUNG CROCODILE FARM,16736,46888
29992.7389983387,30496.3640011604,04168,B03,OPP PENINSULA PLAZA,29993,30496
32450.9532029922,36787.3126019471,62139,B14,S'GOON STN,32451,36787
23780.163602427,48392.2115011887,47059,B19,OPP IM FLASH S'PORE,23780,48392
20623.1801011859,49199.9877013888,46211,NIL,JOHOR BAHRU CHECKPT,20623,49200
25169.6552359942,28384.7024001474,14499,B04,TELOK BLANGAH MKT/FC,25170,28385
13565.9603991355,36097.7863008399,22441,B01,BLK 669,13566,36098
35409.7087008135,41833.4943982466,67251,B01,BLK 253,35410,41833
24876.7887992512,47938.9092981934,46881,B01,OPP CITY SQ,24877,47939
32058.3214983629,36131.9364032613,66081,B02,OPP S'PORE POWER TRG INST,32058,36132
29277.9837377812,38489.8839207498,54071,B09,BLK 310,29278,38490
27284.0395996642,45882.9303001438,57119,B16,BLK 101,27284,45883
7892.96090008696,32613.6450968216,24619,B10,OPP MARINTEKNIK,7893,32614
37981.3983971743,34101.844802552,84641,B02,BLK 24,37981,34102
22035.1138976829,33670.6959995305,12031,B01,PANDAN VALLEY CONDO,22035,33671
17548.5989018609,37903.291200727,43789,B11,AFT LP 83,17549,37903
28502.6894987767,37579.4385984643,53181,B03,AMTECH BLDG,28503,37579
28711.3711014019,34366.0740030263,51109,B01,OPP OLD POLICE ACADEMY,28711,34366
32714.5886991196,37674.0882002544,63169,B04,OPP S'GOON SWIM CPLX,32715,37674
21951.5809007063,47084.8591032965,46241,B02,OPP BLK 15,21952,47085
23090.421100395,33577.5402990013,11311,B10,HSE NO. 532,23090,33578
17855.3980010573,41668.0686969603,45311,B05,BLK 547,17855,41668
26480.7379018298,41051.9884982215,56079,B32,AFT OLD UPP THOMSON RD,26481,41052
44058.8162014668,38908.2346970255,97079,B14,OPP SELARANG CAMP,44059,38908
23589.1178011212,47587.1096999594,46461,B06,OPP BLK 757A CP,23589,47587
13535.9282992403,35049.781097231,22309,B03,AFT FAN YOONG RD,13536,35050
13206.9954967043,43647.1206019749,32069,B26,B26 LIM CHU KANG RD,13207,43647
41322.741101626,34067.4425977334,85039,B06,OPP EXCELSIOR GDNS,41323,34067
27674.9102113237,44999.2923083513,59549,B03,KHATIB CAMP,27675,44999
34705.2162976245,39886.3410010434,64031,B03,BLK 436,34705,39886
22724.6076967032,47107.7889031414,46269,B10,REPUBLIC POLYTECHNIC,22725,47108
28806.9169000522,38173.552700076,53329,B01,OPP CITY CAB,28807,38174
28691.4228003637,39810.1556011425,54209,B06,BET BLKS 152/155,28691,39810
34737.7276981595,41825.853100855,67419,B05,OPP BLK 261,34738,41826
27810.6278104675,45047.8445910859,59081,B26A,BLK 774,27811,45048
28376.7184002284,44924.3173999626,59361,B02,BLK 602,28377,44924
37698.6643011948,39471.1728021839,74011,B29,OPP LP 223R29,37699,39471
17264.5469993957,37548.5647974906,43759,B13,AFT LP 59,17265,37549
28992.1462997736,29250.1575997724,05241,B01,OPP BLK 333,28992,29250
27934.3683971973,32164.4265988618,09212,B07,ROYAL PLAZA ON SCOTTS,27934,32164
24506.8578616864,46239.9433083616,47559,B06,OPP BLK 630,24507,46240
17218.3617121616,40064.5912904886,44629,B08,BLK 457,17218,40065
42580.1318975172,38801.5060880516,98119,B02,,42580,38802
16187.6774013505,34202.6242028766,21019,B05,AFT YUAN CHING RD,16188,34203
28145.8859983244,45809.217098477,59159,B01,BLK 151,28146,45809
38154.961501528,34995.1259008116,84391,B06,BLK 534,38155,34995
24150.8718969714,46070.9434006347,47569,B01,OPP BLK 620,24151,46071
21122.2380014848,41112.0451005501,44699,B02,OPP BLK 484,21122,41112
26363.1877019073,28920.0429001678,14259,B03,BLK 11,26363,28920
33376.8842977084,37687.7360007944,63021,B19,THE HELPING HAND,33377,37688
31288.5460001774,31387.1060025972,80169,B04,Nicoll Highway Stn,31289,31387
20961.0921992895,46809.8996002289,46091,B06,WOODLANDS TOWN GDN,20961,46810
31293.5360012188,39136.7024995009,54301,B07,BLK 5022,31294,39137
22487.4295989743,30153.2869029644,15121,B04,LP 49,22487,30153
30046.3210978313,39436.1046016179,54401,B04,BLK 522,30046,39436
30080.6425028844,36576.8661967313,53259,B02,OPP BLK 125,30081,36577
32110.940700429,38390.3945971653,66131,B04,TRINITY METH CH,32111,38390
21867.0012031971,35373.6685976525,42141,B01,OPP KING ALBERT PK,21867,35374
18423.4836011225,37512.7654979923,43469,B02,BEF BT BATOK WEST AVE 5,18423,37513
41949.8094018016,37134.402697958,76459,B01,BLK 323,41950,37134
23258.8430003555,32990.3370031178,11279,B14,AFT CORONATION RD WEST,23259,32990
41582.3469990553,33728.0891997358,85019,B02,EASTWOOD CTR,41582,33728
19116.6263006563,43313.29249934,49139,B07,AFT RAILWAY CROSSING,19117,43313
34603.1032028121,39637.112002119,64379,B02,BLK 525,34603,39637
26534.2513997405,43216.9455018055,57031,B03,NEE SOON DRICLAD CTR,26534,43217
41354.9033027495,35100.627998256,96111,B01,BEF UPP CHANGI RD,41355,35101
5673.75920064864,34616.0197970606,25469,B12,BEF TUAS WEST AVE,5674,34616
12982.8256001625,34855.2346020236,22191,B01A,SOON LEE DEPOT,12983,34855
23838.7762975658,46114.3025970909,47579,B03,BLK 556,23839,46114
30040.7597029737,34992.0713977236,52259,B02,OPP CHUNG HWA FREE CLINIC,30041,34992
26913.2060031061,29206.6530020226,10361,B06,CENDEX CTR,26913,29207
21363.8616969007,31492.6397968371,16161,B08,OPP NUS RAFFLES HALL,21364,31493
8825.39299964551,32155.3964973311,24441,B04,OPP HOECHST S'PORE,8825,32155
21860.3651998412,45978.4635969759,46539,B03,BLK 320,21860,45978
17466.1477015981,35612.1213989775,28079,B12,BLK 210,17466,35612
22836.279500809,46567.6301997675,46009,INT,WOODLANDS REG INT,22836,46568
18739.2809994421,44943.4568980541,49051,B09,BEF SG KADUT ST 5,18739,44943
8098.63860096417,34445.3406984544,25169,B08,OPP PANASONIC,8099,34445
6573.22300244398,33223.6223026666,26059,B09,DRYDOCKS WORLD,6573,33224
27257.4173013602,28159.6107024409,14231,B09,KEPPEL DP BLK 519,27257,28160
28306.7225026345,45588.0565030956,59008,INT,YISHUN INT,28307,45588
26483.2694605975,47875.4494818207,58211,B02,SEMBAWANG STN,26483,47875
19754.7515018729,36499.2135031877,43191,B03,BLK 288C,19755,36499
7285.28299906388,33595.8575022157,26171,B01,RICHEE ENGRG,7285,33596
22913.5255024194,30787.4429023341,18089,B06,S'PORE POST,22914,30787
28997.4976984102,33699.967798781,50037,B06,NOVENA CH,28997,33700
29786.6487110597,45660.2075121549,59601,B02A,BET BLKS 391/392,29787,45660
29283.3989986621,33189.2470024999,50029,B02,OPP UNITED SQ,29283,33189
29406.3200100232,38436.230500167,54079,B10,OPP BLK 315,29406,38436
28743.2767974287,30156.7405005237,06161,B01,BLK 2,28743,30157
12758.1665881377,35036.0636785938,22181,B05,SINGAPORE POST,12758,35036
33093.7029019893,33957.8981027391,70311,B02,AFT GENTING LANE,33094,33958
32620.8286010305,39673.0784061728,66539,B01,,32621,39673
20747.3356967923,40442.503199976,44609,B02,BLK 408,20747,40443
35107.4866004095,39686.6839025141,64071,B02,OPP PUNGGOL PK,35107,39687
20793.1444971196,36697.2772997807,43639,B02,OPP YWMA KINDERGARTEN,20793,36697
31672.5287899159,33818.4558132846,60139,B05,BLK 44,31673,33818
39671.1378009871,36919.5382003753,76121,B04,OPP ST. HILDA'S SEC SCH,39671,36920
39645.778602163,37785.1832969414,75261,B02,BET BLKS 710/713,39646,37785
33208.8030029845,41566.6196968796,67471,B02,AFT FERNVALE LINK,33209,41567
39143.5102032808,40041.4220022773,77331,B06,BLK 747A,39144,40041
35555.6481996798,31553.5323971973,92249,B01,OPP AMBER GDN,35556,31554
36998.4146018775,35189.1751022084,84491,B08,BLK 629,36998,35189
37957.957402342,32971.9850997672,93111,NIL,BEF ELITE PK AVE,37958,32972
25939.2079985136,34637.2787031674,41139,B04,AFT THE JAPANESE ASSN,25939,34637
14018.0057007541,33729.6587983834,22011,B14,JURONG BIRD PK,14018,33730
15465.5780025096,37032.9148986761,28529,B06,BLK 441,15466,37033
29775.1001466468,32094.6759718902,40019,B02,LITTLE INDIA STN,29775,32095
10998.3142026496,37114.595897171,27031,NIL,HALL 12,10998,37115
29972.4234976472,37854.5595030405,54539,B07,BISHAN PK,29972,37855
28211.225496719,46057.3237984933,59099,B14,BLK 220,28211,46057
41605.784700114,38058.1060993756,76349,B04,DUNMAN SEC SCH,41606,38058
17002.73176535,32778.9598065175,29021,B06,AFT JLN BUROH,17003,32779
22552.7651105167,32227.6548015614,19011,B03,BLK 19A CAR PARK,22553,32228
29811.3309964981,30951.444993733,04121,B03,SMU,29811,30951
35462.7389975122,39091.3269063145,64319,B05,,35463,39091
29853.5220980512,31727.1192972502,07021,NIL,SELEGIE CTR,29854,31727
18165.5604985812,41433.4802973942,45291,B05,OPP BLK 704,18166,41433
24741.6424025018,30603.3092005033,11589,B03,BLK 157,24742,30603
32338.5536993396,42382.3450995985,68051,B11,BEF TPE,32339,42382
32983.1351985273,33274.9221998772,80229,B04,BLK 45,32983,33275
26308.9959968641,48637.7414999166,58409,NIL,Blk 491,26309,48638
11042.2053006421,33547.0126016879,23471,B07,BEF S'PORE TPT PTE LTD,11042,33547
22460.0176993018,29100.5840982825,16211,B01,WHARVES BLDG,22460,29101
20274.1952998488,33634.3125007635,17379,B04,BLK 304,20274,33634
26406.7192967196,48100.1257019975,58421,B03,Blk 353,26407,48100
43632.6822975111,39456.7681003846,98051,B09,BEF LOYANG WAY,43633,39457
29918.3687977452,38807.0695027383,54331,B05,BLK 346,29918,38807
39264.5448988675,37255.6763010452,75161,B03,BLK 855,39265,37256
18481.6907990637,33951.7914992357,20059,B21,OPP CYCLE \& CARRIAGE,18482,33952
27367.3914984978,42664.8166970015,59019,B12,AFT SG SELETAR BRIDGE,27367,42665
13454.5702027739,35894.5205993682,22259,B04,BLK 668D,13455,35895
34793.663697267,41863.7571019004,67411,B06,BLK 261,34794,41864
29159.6433028183,34322.717202642,50161,B16,BALESTIER CTR,29160,34323
38939.5434032798,33449.3677979367,84129,B03,FUJITEC S'PORE LTD,38940,33449
27308.9271023813,48036.7237015832,58501,B02,AFT MONTREAL DR,27309,48037
20351.5812703366,31327.5909256966,17801,B01,AFT WEST COAST HIGHWAY,20352,31328
34285.1098013886,41008.2480029126,67291,B03,BLK 303B,34285,41008
8672.55919692288,33727.6912009888,25191,B01,ASIATIC ENGRG,8673,33728
34113.316846232,41415.0286501291,67369,NIL,BLK 306 CP,34113,41415
26139.8674999507,48017.7766021164,58329,B02,BLK 474,26140,48018
40162.2964004278,37108.3871008753,76131,B07,UOB TAMPINES CTR,40162,37108
34496.4800011951,33446.3380014513,81119,B03,OPP PAYA LEBAR STN,34496,33446
37070.6646023659,32096.6422029299,92079,B08,BLK 57,37071,32097
33435.3009968144,37701.7739979965,63029,B20,OPP THE HELPING HAND,33435,37702
23063.1853020986,30977.3430974878,18021,B03,OPP GEMPLUS,23063,30977
25391.5416035036,47592.6468898713,47629,B14,SEAGATE,25392,47593
18096.3201028878,40299.086599695,44451,B06,BLK 224,18096,40299
44270.6066973498,40946.7916986086,99029,B18,AFT CRANWELL RD,44271,40947
21673.0823005808,47284.3584967366,46121,B05,OPP HAWKER CTR,21673,47284
21239.2148009636,35829.0858983742,42161,B03,BLK 18,21239,35829
21802.12080008,45663.7493023183,46611,B08,FUCHUN SEC SCH,21802,45664
11018.5130021031,33531.9845977843,23479,B08,AFT S'PORE TPT PTE LTD,11019,33532
17809.308899934,40612.3351980912,44491,B03,BLK 416,17809,40612
38124.4228007665,34777.4632996256,84381,B08,BLK 544,38124,34777
21898.8638029354,29870.8010017388,16231,B05,WHOLESALE CTR,21899,29871
22082.4892999179,33185.078497645,12189,B05,BEF MT SINAI DR,22082,33185
13618.9388007475,37042.0212982617,27451,B02,BET BLKS 272D / 271A,13619,37042
18343.7168989761,41528.4798972864,45301,B04,BLK 708,18344,41528
36590.639598066,32019.5632002631,92061,B05,CHIJ KATONG CON (PR),36591,32020
18434.3217995549,37735.8050031081,43471,B03,BLK 306,18434,37736
9932.72183203808,33789.9167961574,24021,B28,MERITOR HEAVY VEH SYSTEMS,9933,33790
7920.78930040523,33980.39220036,25359,B02,OPP HANWA ASIA,7921,33980
13031.4962013185,34432.0573978615,22229,B07,BEF PIONEER RD NORTH,13031,34432
28205.5888005197,40155.3400015807,55121,B27,OPP BLK 604,28206,40155
12783.3630983072,40263.8402977261,31201,B35,AFT CHINESE CEMY PATH 13,12783,40264
34907.3136005588,32183.515898259,82071,B04,OPP TG KATONG GIRLS' SCH,34907,32184
9977.23439712679,33858.8599997388,24029,B27,MAZAK S'PORE,9977,33859
30732.9999019323,33036.7325968081,07221,B07,SRI VADAPATHIRA K TP,30733,33037
37590.0339967018,34225.8426996699,84579,B03,AFT CHAI CHEE ST,37590,34226
17201.2343005114,39837.0669000293,44079,B05,OPP BLK 464,17201,39837
27142.0847021916,30171.0862972411,10381,B02,OPP BLK 48,27142,30171
8361.71950218099,32056.4466991476,24531,B02,UTRACON CORP,8362,32056
20200.0522970275,31682.8155996544,17279,B03,BLK 723,20200,31683
31557.1975967068,39244.2597994774,66341,B05,DAIKIN S'PORE,31557,39244
31124.2435021018,37376.7609973038,66099,B02,OPP GOLDEN HILL EST,31124,37377
23949.4478968133,47405.6141985932,46841,B07,OPP BLK 739A CP,23949,47406
26516.3873973351,28897.098096821,14269,B01,BLK 10,26516,28897
20077.1759925376,40250.4919995601,44251,B08,BLK 604,20077,40250
32436.5290025811,36963.5982973382,66351,B01A,S'GOON STN,32437,36964
