X,Y,BUS_STOP_N,BUS_ROOF_N,LOC_DESC
5360.241397,32695.7006,26349,B02,TUAS TECHNOLOGY PK
34033.58699,35520.916,70299,B04,
28926.486,37520.33101,53149,B09,WHITLEY SEC SCH
33751.158,38934.1361,63331,B04,BLK 615
39649.4377,39930.2032,77239,B20,BLK 643
39490.7842,39941.56523,77161,B04,BLK 741
21313.4853,30354.6769,16069,B28,HENG MUI KENG TERR
18444.9749,45959.1984,45441,B02A,OPP ENG HUA FURNITURE MFG PTE LTD
28043.602,44945.0419,59339,B01,BLK 776
39885.3319,33661.7416,84089,B07,BLK 40
22761.68647,45936.96917,46341,B01,ROSEWOOD
27689.5326,32022.8712,9179,B18,ROYAL THAI EMBASSY
21376.5102,45468.6758,46361,B01,BLK 425
24713.51833,46768.73826,47641,B01,BLK 681A
7758.425099,34148.8805,25369,B01,JAS METAL COATINGS
26417.9768,47332.5979,58379,B06,OPP BLK 325
37070.261,42091.3867,65261,B10,BLK 649
36894.9742,34919.4155,84511,B33,BLK 608
33783.42814,39211.01872,63379,B12,BLK 608
29034.75745,45345.89171,59459,B03,OPP HUAMIN PR SCH
22666.03263,31113.83666,18121,B08,OPP AYER RAJAH IND EST
31852.4565,41138.3406,67039,B29,AFT JLN KAYU
26951.1657,48946.3812,58171,B04,SEMBAWANG CORP INDUSTRIES
22196.4472,46092.9338,46549,B01,BLK 347
5832.3518,35004.8294,25459,B10,SCHERING-PLOUGH
30785.7164,30655.3943,2159,B03,OPP SUNTEC CONVENTION CTR
13903.5953,35590.7163,22579,B30,BOON LAY STN
27764.6768,28744.8359,10391,B04,OPP MELATI BLK 2
46294.6041,41273.6278,95081,B04,CHANGI BEACH CP 5
39184.2947,32242.8574,93151,B19,OPP CABLE SKI PK
12355.0853,36453.0489,27411,B03,BLK 844A CP
40796.4468,40309.3577,77101,B07,BEF PASIR RIS RD
30140.8042,31031.9514,1012,B03,ALLSON HOTEL
38491.1894,33734.6163,84131,B02,OPP PANASONIC
33473.2519,36999.6594,62221,B06,OPP BLK 146
18781.0307,46267.6873,49179,B01,OPP SEOW WEE TRADING
22202.256,31089.271,18301,B03,LIM SENG TJOE (LT 27)
14517.27471,35942.13973,21691,B27,OPP JURONG FIRE STN
20786.02171,37536.81126,43041,B11,HUME PK CONDO
24016.9189,44087.2842,48059,B13,OPP MANDAI AGROTECH PK
41075.0173,33370.7445,94069,B20,OPP KEW GREEN CONDO
30671.5231,35950.9257,52529,B08,BEF BLK 221
33757.7887,39512.7132,64411,B04,BLK 670
32669.0976,37700.8925,63161,B03,S'GOON SWIM CPLX
34326.10487,34489.56511,70269,B08,CITIPOINT IND CPLX
20727.1899,35747.8669,42221,B06,GOOD LUCK GDN
33008.5235,35214.9033,70059,B03,BEF JOO SENG RD
29140.6835,35390.7553,52149,B09,OPP PHILIPS S'PORE
21366.90576,35839.30509,42169,B04,OPP BLK 19
36097.0076,42324.0738,65159,B05,BLK 101C
26658.7686,28577.3385,14291,B02,BLK 27
15506.8271,35502.6706,21601,B09,BLK 357
37954.0432,39157.0272,74021,B31,FUTURE TAMPINES IND AVE 4
16736.4627,46887.7941,49229,B02,LONG KUAN HUNG CROCODILE FARM
29992.739,30496.364,4168,B03,OPP PENINSULA PLAZA
32450.9532,36787.3126,62139,B14,S'GOON STN
23780.1636,48392.2115,47059,B19,OPP IM FLASH S'PORE
20623.1801,49199.9877,46211,NIL,JOHOR BAHRU CHECKPT
25169.65524,28384.7024,14499,B04,TELOK BLANGAH MKT/FC
13565.9604,36097.7863,22441,B01,BLK 669
35409.7087,41833.4944,67251,B01,BLK 253
24876.7888,47938.9093,46881,B01,OPP CITY SQ
32058.3215,36131.9364,66081,B02,OPP S'PORE POWER TRG INST
29277.98374,38489.88392,54071,B09,BLK 310
27284.0396,45882.9303,57119,B16,BLK 101
7892.9609,32613.6451,24619,B10,OPP MARINTEKNIK
37981.3984,34101.8448,84641,B02,BLK 24
22035.1139,33670.696,12031,B01,PANDAN VALLEY CONDO
17548.5989,37903.2912,43789,B11,AFT LP 83
28502.6895,37579.4386,53181,B03,AMTECH BLDG
28711.3711,34366.074,51109,B01,OPP OLD POLICE ACADEMY
32714.5887,37674.0882,63169,B04,OPP S'GOON SWIM CPLX
21951.5809,47084.8591,46241,B02,OPP BLK 15
23090.4211,33577.5403,11311,B10,HSE NO. 532
17855.398,41668.0687,45311,B05,BLK 547
26480.7379,41051.9885,56079,B32,AFT OLD UPP THOMSON RD
44058.8162,38908.2347,97079,B14,OPP SELARANG CAMP
23589.1178,47587.1097,46461,B06,OPP BLK 757A CP
13535.9283,35049.7811,22309,B03,AFT FAN YOONG RD
13206.9955,43647.1206,32069,B26,B26 LIM CHU KANG RD
41322.7411,34067.4426,85039,B06,OPP EXCELSIOR GDNS
27674.91021,44999.29231,59549,B03,KHATIB CAMP
34705.2163,39886.341,64031,B03,BLK 436
22724.6077,47107.7889,46269,B10,REPUBLIC POLYTECHNIC
28806.9169,38173.5527,53329,B01,OPP CITY CAB
28691.4228,39810.1556,54209,B06,BET BLKS 152/155
34737.7277,41825.8531,67419,B05,OPP BLK 261
27810.62781,45047.84459,59081,B26A,BLK 774
28376.7184,44924.3174,59361,B02,BLK 602
37698.6643,39471.1728,74011,B29,OPP LP 223R29
17264.547,37548.5648,43759,B13,AFT LP 59
28992.1463,29250.1576,5241,B01,OPP BLK 333
27934.3684,32164.4266,9212,B07,ROYAL PLAZA ON SCOTTS
24506.85786,46239.94331,47559,B06,OPP BLK 630
17218.36171,40064.59129,44629,B08,BLK 457
42580.1319,38801.50609,98119,B02,
16187.6774,34202.6242,21019,B05,AFT YUAN CHING RD
28145.886,45809.2171,59159,B01,BLK 151
38154.9615,34995.1259,84391,B06,BLK 534
24150.8719,46070.9434,47569,B01,OPP BLK 620
21122.238,41112.0451,44699,B02,OPP BLK 484
26363.1877,28920.0429,14259,B03,BLK 11
33376.8843,37687.736,63021,B19,THE HELPING HAND
31288.546,31387.106,80169,B04,Nicoll Highway Stn
20961.0922,46809.8996,46091,B06,WOODLANDS TOWN GDN
31293.536,39136.7025,54301,B07,BLK 5022
22487.4296,30153.2869,15121,B04,LP 49
30046.3211,39436.1046,54401,B04,BLK 522
30080.6425,36576.8662,53259,B02,OPP BLK 125
32110.9407,38390.3946,66131,B04,TRINITY METH CH
21867.0012,35373.6686,42141,B01,OPP KING ALBERT PK
18423.4836,37512.7655,43469,B02,BEF BT BATOK WEST AVE 5
41949.8094,37134.4027,76459,B01,BLK 323
23258.843,32990.337,11279,B14,AFT CORONATION RD WEST
41582.347,33728.0892,85019,B02,EASTWOOD CTR
19116.6263,43313.2925,49139,B07,AFT RAILWAY CROSSING
34603.1032,39637.112,64379,B02,BLK 525
26534.2514,43216.9455,57031,B03,NEE SOON DRICLAD CTR
41354.9033,35100.628,96111,B01,BEF UPP CHANGI RD
5673.759201,34616.0198,25469,B12,BEF TUAS WEST AVE
12982.8256,34855.2346,22191,B01A,SOON LEE DEPOT
23838.7763,46114.3026,47579,B03,BLK 556
30040.7597,34992.0714,52259,B02,OPP CHUNG HWA FREE CLINIC
26913.206,29206.653,10361,B06,CENDEX CTR
21363.8617,31492.6398,16161,B08,OPP NUS RAFFLES HALL
8825.393,32155.3965,24441,B04,OPP HOECHST S'PORE
21860.3652,45978.4636,46539,B03,BLK 320
17466.1477,35612.1214,28079,B12,BLK 210
22836.2795,46567.6302,46009,INT,WOODLANDS REG INT
18739.281,44943.4569,49051,B09,BEF SG KADUT ST 5
8098.638601,34445.3407,25169,B08,OPP PANASONIC
6573.223002,33223.6223,26059,B09,DRYDOCKS WORLD
27257.4173,28159.6107,14231,B09,KEPPEL DP BLK 519
28306.7225,45588.0565,59008,INT,YISHUN INT
26483.26946,47875.44948,58211,B02,SEMBAWANG STN
19754.7515,36499.2135,43191,B03,BLK 288C
7285.282999,33595.8575,26171,B01,RICHEE ENGRG
22913.5255,30787.4429,18089,B06,S'PORE POST
28997.4977,33699.9678,50037,B06,NOVENA CH
29786.64871,45660.20751,59601,B02A,BET BLKS 391/392
29283.399,33189.247,50029,B02,OPP UNITED SQ
29406.32001,38436.2305,54079,B10,OPP BLK 315
28743.2768,30156.7405,6161,B01,BLK 2
12758.16659,35036.06368,22181,B05,SINGAPORE POST
33093.7029,33957.8981,70311,B02,AFT GENTING LANE
32620.8286,39673.07841,66539,B01,
20747.3357,40442.5032,44609,B02,BLK 408
35107.4866,39686.6839,64071,B02,OPP PUNGGOL PK
20793.1445,36697.2773,43639,B02,OPP YWMA KINDERGARTEN
31672.52879,33818.45581,60139,B05,BLK 44
39671.1378,36919.5382,76121,B04,OPP ST. HILDA'S SEC SCH
39645.7786,37785.1833,75261,B02,BET BLKS 710/713
33208.803,41566.6197,67471,B02,AFT FERNVALE LINK
39143.5102,40041.422,77331,B06,BLK 747A
35555.6482,31553.5324,92249,B01,OPP AMBER GDN
36998.4146,35189.1751,84491,B08,BLK 629
37957.9574,32971.9851,93111,NIL,BEF ELITE PK AVE
25939.208,34637.2787,41139,B04,AFT THE JAPANESE ASSN
14018.0057,33729.6588,22011,B14,JURONG BIRD PK
15465.578,37032.9149,28529,B06,BLK 441
29775.10015,32094.67597,40019,B02,LITTLE INDIA STN
10998.3142,37114.5959,27031,NIL,HALL 12
29972.4235,37854.5595,54539,B07,BISHAN PK
28211.2255,46057.3238,59099,B14,BLK 220
41605.7847,38058.1061,76349,B04,DUNMAN SEC SCH
17002.73177,32778.95981,29021,B06,AFT JLN BUROH
22552.76511,32227.6548,19011,B03,BLK 19A CAR PARK
29811.331,30951.44499,4121,B03,SMU
35462.739,39091.32691,64319,B05,
29853.5221,31727.1193,7021,NIL,SELEGIE CTR
18165.5605,41433.4803,45291,B05,OPP BLK 704
24741.6424,30603.3092,11589,B03,BLK 157
32338.5537,42382.3451,68051,B11,BEF TPE
32983.1352,33274.9222,80229,B04,BLK 45
26308.996,48637.7415,58409,NIL,Blk 491
11042.2053,33547.0126,23471,B07,BEF S'PORE TPT PTE LTD
22460.0177,29100.5841,16211,B01,WHARVES BLDG
20274.1953,33634.3125,17379,B04,BLK 304
26406.7193,48100.1257,58421,B03,Blk 353
43632.6823,39456.7681,98051,B09,BEF LOYANG WAY
29918.3688,38807.0695,54331,B05,BLK 346
39264.5449,37255.6763,75161,B03,BLK 855
18481.6908,33951.7915,20059,B21,OPP CYCLE \& CARRIAGE
27367.3915,42664.8167,59019,B12,AFT SG SELETAR BRIDGE
13454.5702,35894.5206,22259,B04,BLK 668D
34793.6637,41863.7571,67411,B06,BLK 261
29159.6433,34322.7172,50161,B16,BALESTIER CTR
38939.5434,33449.3678,84129,B03,FUJITEC S'PORE LTD
27308.9271,48036.7237,58501,B02,AFT MONTREAL DR
20351.58127,31327.59093,17801,B01,AFT WEST COAST HIGHWAY
34285.1098,41008.248,67291,B03,BLK 303B
8672.559197,33727.6912,25191,B01,ASIATIC ENGRG
34113.31685,41415.02865,67369,NIL,BLK 306 CP
26139.8675,48017.7766,58329,B02,BLK 474
40162.2964,37108.3871,76131,B07,UOB TAMPINES CTR
34496.48,33446.338,81119,B03,OPP PAYA LEBAR STN
37070.6646,32096.6422,92079,B08,BLK 57
33435.301,37701.774,63029,B20,OPP THE HELPING HAND
23063.1853,30977.3431,18021,B03,OPP GEMPLUS
25391.5416,47592.64689,47629,B14,SEAGATE
18096.3201,40299.0866,44451,B06,BLK 224
44270.6067,40946.7917,99029,B18,AFT CRANWELL RD
21673.0823,47284.3585,46121,B05,OPP HAWKER CTR
21239.2148,35829.0859,42161,B03,BLK 18
21802.1208,45663.7493,46611,B08,FUCHUN SEC SCH
11018.513,33531.9846,23479,B08,AFT S'PORE TPT PTE LTD
17809.3089,40612.3352,44491,B03,BLK 416
38124.4228,34777.4633,84381,B08,BLK 544
21898.8638,29870.801,16231,B05,WHOLESALE CTR
22082.4893,33185.0785,12189,B05,BEF MT SINAI DR
13618.9388,37042.0213,27451,B02,BET BLKS 272D / 271A
18343.7169,41528.4799,45301,B04,BLK 708
36590.6396,32019.5632,92061,B05,CHIJ KATONG CON (PR)
18434.3218,37735.805,43471,B03,BLK 306
9932.721832,33789.9168,24021,B28,MERITOR HEAVY VEH SYSTEMS
7920.7893,33980.3922,25359,B02,OPP HANWA ASIA
13031.4962,34432.0574,22229,B07,BEF PIONEER RD NORTH
28205.5888,40155.34,55121,B27,OPP BLK 604
12783.3631,40263.8403,31201,B35,AFT CHINESE CEMY PATH 13
34907.3136,32183.5159,82071,B04,OPP TG KATONG GIRLS' SCH
9977.234397,33858.86,24029,B27,MAZAK S'PORE
30732.9999,33036.7326,7221,B07,SRI VADAPATHIRA K TP
37590.034,34225.8427,84579,B03,AFT CHAI CHEE ST
17201.2343,39837.0669,44079,B05,OPP BLK 464
27142.0847,30171.0863,10381,B02,OPP BLK 48
8361.719502,32056.4467,24531,B02,UTRACON CORP
20200.0523,31682.8156,17279,B03,BLK 723
31557.1976,39244.2598,66341,B05,DAIKIN S'PORE
31124.2435,37376.761,66099,B02,OPP GOLDEN HILL EST
23949.4479,47405.6142,46841,B07,OPP BLK 739A CP
26516.3874,28897.0981,14269,B01,BLK 10
20077.17599,40250.492,44251,B08,BLK 604
32436.529,36963.5983,66351,B01A,S'GOON STN
39189.5188,37588.0014,75141,B10,BLK 730
40601.5836,35541.7829,84599,B07,OPP SBS BEDOK BUS PK
29365.233,34427.3349,52471,NIL,BEF PENTECOSTAL CH
40715.1764,37179.4824,76161,B02,OPP BLK 248
20025.4588,49261.6024,46609,NA,KOTARAYA II TER
43178.4831,37799.244,97049,B06,CHANGI PRISON
24668.0149,47104.5283,47601,B12A,BLK 793
31295.59315,28191.17058,3419,B02,
15297.5839,32732.9898,21069,B08,BEF JLN TEPONG
16342.2171,34168.7537,21011,B06,AFT JURONG LAKE
26897.7308,48906.5726,58179,B03,OPP SEMBAWANG CORP INDUSTRIES
39830.4863,34172.6294,84051,B09,BEDOK SPORTS CPLX
28203.5941,28723.9694,10041,B02,AFT BLAIR RD
37977.8824,32948.0022,93119,B04,AFT ELITE PK AVE
23013.31135,31413.40766,18159,B09,ONE-NORTH STN
12957.2785,36732.2561,27389,B03,GEK POH SHOP CTR
33242.3704,33413.3771,80239,B02,OPP BLK 59
25970.2025,33883.861,41021,B21,BOTANIC GDNS STN
19991.0805,32904.4351,20019,B15,BLK 431
21938.3322,46869.3926,46181,B04,OPP BLK 12
12996.9183,34790.907,22199,B02,OPP SOON LEE DEPOT
6202.672103,36658.0307,25269,NIL,TUAS CHECKPT
26436.1384,28705.2972,14279,B03,BLK 25
17965.7384,36782.0169,43331,B01,OPP BT BATOK PRESBY CH
18278.0822,35691.3501,28649,B04,BLK 286A
22356.4782,29954.19112,16111,NIL,ARIES
31991.28008,34793.41039,60269,B02A,POTONG PASIR STN
29155.4965,28898.4959,5429,B01,BEF WALLICH ST
36809.49,35408.5674,84709,B08,OPP BLK 150
27457.3972,39391.8292,56021,B21,OPP S'WANG HILL FC
24892.61841,48140.7135,46941,B01A,OPP NYLECT ENGRG
46799.2009,39825.19547,95179,NIL,DHL
13209.3917,32033.846,22081,B03,OPP NATSTEEL
23940.8015,28584.3611,15169,B06,HARBOURSIDE IND BLDG 2
35572.44146,31786.41534,92101,B21,KATONG SHOP CTR
15946.1482,35396.0659,21641,B07,OPP LAKESIDE APT
38767.8477,38945.6425,74049,B02,GOLDEN PAGODA TP
13794.4251,35780.9729,22009,INT,BOON LAY INT
16984.701,39915.8421,30081,B02,OPP HAI INN SEE TP
34547.659,34398.1156,71161,B02,BLK 3019
27754.5847,48253.5229,58069,B32,OPP THE ASHRAM
24352.4228,49164.3982,47169,B01,YEE LEE OILS \& FOODSTUFFS
26296.5637,35242.0347,41141,B01,BEF SICC
31268.6764,36186.9045,66069,B05,BEF BRADDELL FLYOVER
30831.2617,31448.8452,1549,B05,NEAR BALI LANE
30119.0789,35476.6091,52299,B03,BLK 50
26568.2813,48651.6167,58131,B09,OPP MJD NAVAL BASE
27222.1753,49029.0054,58181,B02,SEMBAWANG DRUG REHAB CTR
29661.2182,39289.2748,54391,B07,JUBILEE
19928.4502,38971.8456,43719,B01,MINDEF CP
38688.49141,35640.3542,84639,B20A,BET BLKS 731/734
43732.3612,40454.5921,98171,B15,OPP SIA SUPPLIES CTR
41914.1763,37966.2454,76259,B05,OPP BLK 487B
25325.7042,33491.4988,41101,B03,ST MARGARET SCH
12541.1416,36106.0945,27361,B04,BLK 710
19195.7894,40336.3211,44281,B03,BLK 8
12720.5101,39511.73833,31153,B34,
24520.08008,30284.00263,11029,B02,BLK 166
28355.12999,36873.38101,53021,B03,OPP SHUNFU EST
17780.7603,33812.6924,20219,B04,BEF BLK 11
20630.7838,31031.1506,17029,B04,OPP WASEDA S SNR HIGH SCH
39531.2766,39749.382,77311,B03,BET BLKS 771/772
32751.7034,36624.3425,62161,B04,ST. GABRIEL'S SEC SCH
42722.3338,38805.2169,98109,B02,OPP LOYANG PT
35690.2089,41441.8276,67111,B05,ST ANNE'S WOOD
18549.1279,31563.7364,29149,B03,OPP LP 4
38505.3116,32390.9525,93201,NIL,VICTORIA SCHOOL
41579.9682,37781.1792,76311,B01,OPP TAMPINES JC
25517.6809,49746.8419,47111,B02,BEF SENOKO WAY
23117.6178,32410.5641,11351,B01,BLK 13
31882.3986,37191.8418,66361,B03,BLK 319
18934.6702,41839.2281,45379,B02,YEW MEI GREEN CONDO
34465.1105,41317.8843,67351,B03,BLK 320A
28638.2643,40375.0986,55141,B09,OPP BLK 622
25618.57111,49138.1494,58369,NIL,BEF LP 8
37002.4984,32399.4872,92149,B08,ST. PATRICK'S GREEN
7310.3115,34197.0697,25381,B03,SHC IND BLDG
15898.6916,36965.6347,28519,B04,BLK 425
12518.6653,36609.891,27401,B01,BLK 853
28954.9241,45953.6309,59381,B12,BLK 314
14781.90051,36040.37406,21681,B25,OPP BLK 200
17829.08509,34919.82414,28201,NIL,OPP THE JTC SUMMIT
29914.81818,33202.06376,50089,B01,BLK 51
20164.0638,40248.8454,44259,B07,BLK 183
30422.0152,31320.0173,1119,B06,BUGIS JUNCTION
21026.8379,35860.1797,42231,B08,OPP CANADIAN INTL SCH
31964.93451,34853.79549,60261,B01A,POTONG PASIR STN
30073.6115,36553.3794,53251,B01,BLK 125
10700.3326,34462.2692,23491,B01,UNION CONTAINERS
14086.6641,34735.5156,21339,B09,PREMIER MILK PTE LTD
27671.5709,32774.1919,40191,B01,RAFFLES GIRLS' SCH
20280.4375,33290.7891,17181,B17,OPP BLK 317
28818.357,39914.7514,54451,B24,BLK 643
35865.6996,41680.49,67231,B10,RIVERVALE PR SCH
34767.8004,32526.6668,82081,B06,AFT DUNMAN RD
13725.1832,34718.261,22329,B03,OPP SAM MCCOY ENGRG
35190.1161,41040.2531,67179,B06,OPP BLK 225A
26474.1391,41015.6039,56071,B31,BEF OLD UPP THOMSON RD
27881.1795,45817.9365,59149,B03,BLK 145
8644.148201,31894.0403,24421,B07,OPP PAN ABRASIVES LTD
17667.2626,41164.4923,45241,B11,OPP BLK 511A
36451.5213,43909.2415,65111,B23,BEF PUNGGOL 17TH AVE
34592.4552,31443.0919,91061,B15,BET HSE NO. 767/767A
18253.10918,46529.64115,49159,B05,ECON GROUP
33413.3703,33558.3684,81099,B06,BLK 102
29336.60585,31195.33516,8031,B01,DHOBY GHAUT STN
26904.46014,33696.62497,40091,B19,BEF LEWIS RD
37181.4996,41807.47361,65231,NIL,BLK 166
24387.4779,28366.0874,15141,B01,OPP PSA BLDG
21693.3817,33689.2078,12049,B04,OPP PANDAN VALLEY
34099.3321,39268.935,64331,B01,BLK 508
29614.299,28649.7503,3217,B03,OPP TEMASEK TWR
23212.7956,28834.7839,15209,B10,OPP PSA WHARVES G3
31236.8195,31404.7535,80161,B03,THE CONCOURSE
13941.6961,32958.3439,22071,B07,BEF JURONG PIER RD
26405.724,48130.0758,58429,B04,Bet Blks 415/416
42441.1556,38491.2375,98091,B01,BLK 156
31012.4987,31415.4195,1529,B08,PLAZA PARKROYAL
42186.2328,34696.118,96231,B05,DB SCHENKER
28268.2622,40471.3751,55011,B50,OPP THE CALROSE
27221.2917,46123.6495,57121,B17,OPP BLK 115B
6091.791603,35707.8702,25439,B06,OPP SUPER CONTINENTAL
11950.759,37575.3123,27189,NIL,OPP PUB SUB-STN
20442.4208,33057.2896,17179,B16,CLEMENTI STN
38530.2243,32096.7769,93161,B17,OPP POND
18880.8759,40414.5197,44299,B06,CHOA CHU KANG POLYCLINIC
26992.2142,47890.418,58339,B02,OPP BLK 589D
35231.6164,38221.5747,64219,B08,OPP HEAVY VEH CP
38379.3717,34453.4986,84301,B01,OPP KG CHAI CHEE CC
34017.87292,34483.31191,70381,NIL,Kong Hwa Sch
39297.73647,34616.77234,84219,B02,BET BLKS 139/140
42047.12118,37313.19198,76429,B04,BLK 331
31884.1487,37295.5409,66369,B04,BLK 238
30843.8096,30215.8349,2051,B03,SEATING GALLERY
27879.3327,30437.2184,6131,B03,THE BOYS' BRIGADE HQ
27462.0535,30800.8709,13062,B14,MUTIARA VIEW
22979.6693,48156.578,47031,B24,BEF KERAMAT RD
20611.9565,35463.6207,42249,B02,BEF ENG KONG PL
36477.1081,44290.583,65121,B25,OPP TRACK 22
24461.2423,47901.854,46489,B01,AFT GAMBAS AVE
32217.52992,36931.23586,66381,B01,BLK 334
20282.8875,34324.6418,12201,B01,LOGISHUB @ CLEMENTI
28751.5269,30196.229,6169,B04,RIVER PL CONDO
23410.1839,34026.7258,11339,B07,DYNASTY LODGE
19704.03339,40967.67151,44861,B03,BLK 635C
19943.7786,40602.0974,44799,B02,BLK 610
17042.5273,35376.1177,28261,B15,AFT S'PORE SCIENCE CTR
27355.7157,29826.3665,10169,B06,TIONG BAHRU PLAZA
27413.6835,45789.0862,59119,B05,BLK 101
43568.3812,38256.9195,97209,B10,CHANGI CHAPEL MUSEUM
41845.4479,36114.1145,96191,B03,BLK 224
39895.2055,39706.2171,77241,B17,OPP BLK 640
40599.1438,40465.8254,77119,B02,AFT PASIR RIS WAY
20202.0585,37859.1893,43251,B06,HILLBROOKS
30190.61178,38219.68162,54319,B02,OPP CHRIST THE KING CH
23270.40655,32071.5861,11369,B03,OPP BUONA VISTA STN
17734.3599,39983.93108,44561,B04,OPP BLK 295
28390.0187,38351.0878,53339,B03,OPP BRIGHT HILL TP
20564.6049,46708.5116,46059,B38,CHARTERED SEMI-CONDUCTOR BLDG
11992.095,31751.6774,23401,B05,OPP MOBIL MARINE TER
34133.2209,32280.793,81189,B04,BLK 62
40079.9514,35135.5016,84269,B03,OPP ST ANTHONY'S CANO SCH
24016.3059,47091.1264,46821,B01,BET BLKS 712/713
38363.6153,34730.9141,84379,B04,OPP BLK 546
21840.5655,34808.4266,12109,B04,OPP NGEE ANN POLY
38938.584,33419.2529,84121,B04,HITACHI CHEMICAL
40742.4407,35623.55851,84299,NIL,BEDOK NTH DEPOT
29916.736,34131.5382,50199,NIL,HMI BALESTIER HOSP
27320.396,27845.0685,14109,B08,KEPPEL DP BLK 517
26574.1767,30404.3867,10269,B04,OPP DELTA SPORTS HALL
20055.7243,37555.6558,43241,B08,OPP HILLVIEW APTS
29993.4501,36167.3477,52039,B11,AFT MUHAJIRIN MOSQUE
28831.1612,32976.3331,40129,B02,NEWTON LIFE CH
10575.0571,33020.1488,24279,B18,CAMERON IRON WORKS
26711.7186,29483.2732,10089,B08,BLK 119
14007.4839,36142.1752,21361,B04,BLK 695
24717.8821,49290.9754,47081,B01,AFT SENOKO CRES
35764.724,32296.4245,92171,NIL,MARSHALL LANE
30011.7022,29279.59319,3059,B01,ONE RAFFLES QUAY
46784.53886,39623.43309,95171,NIL,PROLOGIS
28869.7286,39879.6064,54459,B23,BLK 151
28604.4336,40854.2994,55021,B48,OPP SEASONS PK
24847.9961,31202.1131,11489,B08,OPP QUEENSTOWN LIB
34419.83823,36268.94148,62249,B05,OPP SBST HOUGANG DEPOT
19182.4866,46511.4286,49181,B02,DAPOLITE IND
21192.9429,33520.0488,12119,B08,POLICE KINS TRG CAMP
20470.5577,35768.3706,42211,B04,HIGHGATE CONDO
33349.2834,40399.8878,66551,B03,BLK 981A
10861.1154,31791.3666,23291,B12,S'PORE SHIPBLDG ENGRG
14213.213,33140.5834,21291,B04,OPP BILCON IND
18326.5251,37972.542,43489,B06,OPP BLK 315
36004.5212,41061.497,67131,B06,BLK 122F
11400.4484,34336.3656,23149,B01,METOXIDE PTE LTD
33223.2992,37114.503,62219,B01,BLK 158
39737.0511,39590.2046,77309,B06,OPP BLK 778
19422.4639,45611.5864,49109,B04,KRANJI WATER RECLAMATION PLANT
36496.3386,34862.5139,72069,B04,BLK 121
27846.9987,32765.9736,40199,B02,OPP RAFFLES GIRLS' SCH
24528.6938,28298.5465,14401,NIL,OPP THE FURNITURE WAREHSE
18539.8599,38591.1225,43839,B01A,OPP BLK 336
7875.911397,32568.628,24611,B09,BEF MARINTEKNIK
11400.1255,34153.0114,23139,B03,BEF LOKYANG WAY
15502.1324,34724.171,21181,B03,OPP BLK 5
31908.2743,34991.1737,61069,B01,BLK 101
26534.384,47695.6254,58009,INT,Sembawang Int
20600.54747,45654.37962,46381,B09,OPP TECH
28960.9394,31421.5284,8138,B06,CONCORDE HOTEL S'PORE
41810.6515,38190.9847,76261,B04,BLK 489B
6591.760902,34663.2197,25519,B04,OPP CHC EXPRESS
21237.75408,45655.29246,46371,B03,BLK 406
26233.7041,29393.6871,10009,INT,BT MERAH INT
21692.0448,32238.535,19069,B07,OPP AYER RAJAH TELECOMS
13488.0219,35537.8772,22501,B02,BLK 662A
39715.3576,34881.2817,84231,B14,BLK 85
20173.3937,40441.4449,44649,B11,BLK 541A CP
28505.0416,44651.2669,59371,NIL,CHUNG CHENG HIGH SCH
39406.2128,40546.419,77269,B01,OPP BLK 717
19870.386,35647.8284,42311,B02,OPP BURGUNDY HILL
35361.1086,37127.8202,73019,B15,BEF ROUNDABOUT
40077.0657,36717.6759,76061,B01,BLK 938
15654.6941,32910.6792,21071,B15,JURONG ABATTOIR
14576.9767,36955.024,21161,B17,BLK 220
36081.688,32995.9811,83291,B06,FLORA EAST
30498.2231,34958.7853,52331,B03,BLK 27
39481.15865,36786.56977,75071,B06,OPP BLK 819
29805.85862,45608.94159,59609,NIL,OPP BLK392
22867.56154,31205.83622,18059,B01,OPP ONE-NORTH STN
11611.5324,37551.4911,27011,NIL,BLK 55
14268.8546,33117.9739,21299,B03,AFT BILCON IND
17047.74193,46707.36231,49211,B08,PUB QUARTER
23449.5595,28712.3293,15191,B07,PASIR PANJANG STN
12127.2744,34101.6353,23109,B03,Aft Third Lok Yang Rd
28062.3043,38398.9582,53341,B06,BLK 407
18646.7427,32842.755,20331,B05,VEJOIL PTE LTD
15933.7578,34515.8778,21769,B02,OPP BLK 143
41124.3502,36053.24059,96151,B06,
8898.606901,31650.0682,24411,B05,GUL CAMP
32606.271,32150.5236,80211,B05,PEOPLE'S ASSN
34547.8713,37629.9059,63089,B13,BLK 241
22479.3666,29167.7152,16219,B02,OPP WHARVES BLDG
13087.2973,35808.7214,22241,B01,OPP BLK 622
29469.5868,38979.5698,54248,B18A,BLK 324
20984.8679,36078.8537,42171,B05,SIGNATURE PK CONDO
25799.084,49485.8138,47809,B09,OPP SUNSHINE BAKERY
18879.6538,31704.2656,29139,B01,OPP FOH FOH PTE LTD
27853.566,45325.8389,59319,B25,YISHUN JC
17837.8397,41652.42,45319,B06,BLK 530
32012.48711,29151.96926,3369,B03,MARINA BARRAGE
34733.86,33159.201,82111,B10,OPP TG KATONG CPLX
33932.4162,33447.1546,81219,B04,OPP GEYLANG POLYCLINIC
11697.6126,37375.6711,27199,NIL,HALL 11
27596.2369,45955.7924,59131,B22,BLK 137
